,순번,시도본부,소방서,119안전센터명,주소,전화번호,lat,lng
667,668,충남소방본부,서산소방서,해미,충남 서산시 해미면  성지3길 33,041-689-0402,36.7100502,126.5426013
668,669,충남소방본부,서산소방서,부석,충남 서산시 부석면 강경벌로 10,041-689-0422,36.7174574,126.3936883
669,670,충남소방본부,서산소방서,성연,충남 서산시 성연면 일람리 1071,041-689-0442,36.8097993,126.4504471
670,671,충남소방본부,논산소방서,논산_내동,충남 논산시 대학로 17,041-730-0332,36.178221,127.1004094
671,672,충남소방본부,논산소방서,반월,충남 논산시 해월로 153-1,041-730-0402,36.2044894,127.0842081
672,673,충남소방본부,논산소방서,강경,충남 논산시 강경읍 동안로 3,041-730-0362,36.1578587,127.0182245
673,674,충남소방본부,논산소방서,연무,충남 논산시 연무읍 동안로 1137,041-730-0382,36.126514,127.1282953
674,675,충남소방본부,논산소방서,논산_연산,충남 논산시 연산면 관창로 54,041-730-0422,36.2123193,127.1829072
675,676,충남소방본부,계룡소방서,계룡,충남 계룡시 두마면 사계로 170,042-540-5332,36.2618802,127.2736217
676,677,충남소방본부,계룡소방서,엄사,2018년 개서 예정,미설치,,
677,678,충남소방본부,당진소방서,당진,충남 당진시 역천로 838(채운동),041-350-5300,36.8857583,126.6178819
678,679,충남소방본부,당진소방서,합덕,충남 당진시 우강면 중방로 2,041-350-5382,36.8128101,126.7666063
679,680,충남소방본부,당진소방서,송악,충남 당진시 송악읍 송악로 1019,041-350-5402,36.9601263,126.7683035
680,681,충남소방본부,당진소방서,석문,충남 당진시 석문면 보덕포로 1069-21,041-350-5362,36.9850805,126.5886038
681,682,충남소방본부,당진소방서,당진_신평,충남 당진시 신평면 신평길 133,041-350-5422,36.8833575,126.7774522
682,683,충남소방본부,당진소방서,기지시,충남 당진시 송악읍 틀모시로 844,041-350-5442,36.8903738,126.6939875
683,684,충남소방본부,금산소방서,금산_금산,충남 금산군 금산읍 삼풍로 2,041-750-1331,36.0999024,127.4801948
684,685,충남소방본부,금산소방서,추부,충남 금산군 추부면 삼육로 47,041-750-1362,36.1908967,127.4663854
685,686,충남소방본부,금산소방서,복진,충남 금산군 진산면 읍내로 47-1,041-750-1382,36.1432052,127.3683952
686,687,충남소방본부,부여소방서,백제,충남 부여군 규암면 계백로 17,041-830-0212,36.2749535,126.8822431
687,688,충남소방본부,부여소방서,사비,충남 부여군 부여읍 북포로 29,041-830-0362,36.3040934,126.937815
688,689,충남소방본부,부여소방서,임천,충남 부여군 임천면 성흥로 179번길 1,041-830-0402,36.1841326,126.896522
689,690,충남소방본부,부여소방서,홍산,충남 부여군 홍산면 북토로 89,041-830-0382,36.2181953,126.7554117
690,691,충남소방본부,부여소방서,외산,충남 부여군 외산면 만수로 235,041-830-0422,36.3020644,126.7059227
691,692,충남소방본부,서천소방서,서천_장항,충남 서천군 장항읍 장항로 37,041-955-0332,36.0134645,126.6830512
692,693,충남소방본부,서천소방서,서천,충남 서천군 서천읍 충절로49번길 33-8,041-955-0362,36.0768206,126.6886011
693,694,충남소방본부,서천소방서,한산,충남 서천군 한산면 충절로 1164,041-955-0422,36.0830758,126.8060963
694,695,충남소방본부,서천소방서,비인,충남 서천군 비인면 비인로 141,041-955-0382,36.1387245,126.6037212
695,696,충남소방본부,서천소방서,서면,충남 서천군 서면 부사로 153,041-955-0402,36.1631194,126.531598
696,697,충남소방본부,홍성소방서,구룡,충남 홍성군 홍성읍 충절로 741 ,041-630-0312,36.5847967,126.6956618
697,698,충남소방본부,홍성소방서,옥암,충남 홍성군 홍성읍 충서로 1258,041-632-0119,36.5887624,126.6575721
698,699,충남소방본부,홍성소방서,광천,충남 홍성군 광천읍 충서로 354,041-641-2119,36.5140169,126.6224801
699,700,충남소방본부,홍성소방서,갈산,충남 홍성군 갈산면 갈산로150번길 16,041-633-2119,36.5998379,126.5544531
700,701,충남소방본부,홍성소방서,내포,충남 홍성군 홍북읍 의향로 133,041-635-9119,36.650011,126.6917318
701,702,충남소방본부,예산소방서,오가,충남 예산군 오가면 오가중앙로 111,041-330-4331,36.6865672,126.8017581
702,703,충남소방본부,예산소방서,예산_금오,충남 예산군 예산읍 예당관광로 760,041-330-4361,36.6784933,126.8271421
703,704,충남소방본부,예산소방서,삽교,충남 예산군 삽교읍 삽교로1길 34,041-330-4381,36.6890441,126.738132
704,705,충남소방본부,예산소방서,예산_덕산,충남 예산군 덕산면 도청대로 1160,041-330-4401,36.7048423,126.673179
705,706,충남소방본부,태안소방서,태안_태안,충남 태안군 태안읍 동백로 100 ,041-671-0334,36.7535367,126.2927352
706,707,충남소방본부,태안소방서,안면,충남 태안군 안면읍 장터로 77,041-671-0363,36.5157599,126.3481734
707,708,충남소방본부,태안소방서,원북,충남 태안군 원북면 원이로 1031,041-671-0383,36.8173153,126.2685769
708,709,충남소방본부,태안소방서,근흥,충남 태안군 근흥면 신진도리 249,041-671-0402,36.6824251,126.1474215
709,710,충남소방본부,청양소방서,청양,충남 청양군 청양읍 충절로 1187,041-940-7252,36.4515941,126.7924738
710,711,충남소방본부,청양소방서,정산,충남 청양군 정산면 서정4길 49,041-940-7362,36.4166386,126.9479785
711,712,전북소방본부,전주덕진소방서,금암,전북 전주시 덕진구 백제대로 611,063-250-4272,35.8422624,127.136683
712,713,전북소방본부,전주덕진소방서,팔복,전북 전주시 덕진구 온고을로 430,063-250-4273,35.8504135,127.0822756
713,714,전북소방본부,전주덕진소방서,전미,전북 전주시 덕진구 과학로 144,063-250-4274,35.8817976,127.1286379
714,715,전북소방본부,전주덕진소방서,삼례,전북 완주군 삼례읍 삼례역로 27,063-250-4275,35.9088307,127.0705383
715,716,전북소방본부,전주덕진소방서,봉동,전북 완주군 봉동읍 완주산단5로 89,063-250-4276,35.9440564,127.1274307
716,717,전북소방본부,전주덕진소방서,아중,전북 전주시 덕진구 진버들4길 16,063-250-4277,35.8360202,127.1638699
717,718,전북소방본부,전주덕진소방서,전주덕진_고산,전북 완주군 고산면 고산로 49,063-250-4278,35.9759272,127.202617
718,719,전북소방본부,전주완산소방서,전주완산_효자,전북 전주시 완산구 거마평로 73,063-220-4272,35.7990615,127.1164033
719,720,전북소방본부,전주완산소방서,서부,전북 전주시 완산구 우전로 228,063-220-4278,35.8132624,127.1011393
720,721,전북소방본부,전주완산소방서,전주완산_교동,전북 전주시 완산구 경기전길 183,063-220-4273,35.8111666,127.1517619
721,722,전북소방본부,전주완산소방서,노송,전북 전주시 완산구 관선4길 38,063-220-4274,35.8222787,127.1560991
722,723,전북소방본부,전주완산소방서,평화,전북 전주시 완산구 평화로 105,063-220-4275,35.786243,127.1338567
723,724,전북소방본부,전주완산소방서,혁신,전북 완주군 이서면 지사제2로 12,063-220-4217,35.8206231,127.0225475
724,725,전북소방본부,전주완산소방서,임실,전북 임실읍 봉황8길 31,063-220-4276,35.6132953,127.283353
725,726,전북소방본부,군산소방서,사정,전북 군산시 번영로 308 1층,063-450-0272,35.9628283,126.7510771
726,727,전북소방본부,군산소방서,금동,전북 군산시 군산창길 1,063-450-0274,35.9897466,126.7072415
727,728,전북소방본부,군산소방서,군산_항만,전북 군산시 임해로 462 ,063-450-0275,35.9723374,126.6253679
728,729,전북소방본부,군산소방서,비응,전북 군산시 새만금북로 43 ,063-450-0279,35.9454065,126.5834204
729,730,전북소방본부,군산소방서,지곡,전북 군산시 백토로 223 ,063-450-0273,35.9590722,126.7047741
730,731,전북소방본부,군산소방서,경암,전북 군산시 구암3.1로 147 ,063-450-0277,35.9816852,126.735591
731,732,전북소방본부,군산소방서,소룡,전북 군산시 공단대로 632 ,063-450-0276,35.9743868,126.6786315
732,733,전북소방본부,군산소방서,대야,전북 군산시 대야면 대야관통로 134 ,063-450-0278,35.9460309,126.8201229
733,734,전북소방본부,익산소방서,팔봉,전북 익산시 무왕로 1338,063-839-3272,35.9592947,126.9671608
734,735,전북소방본부,익산소방서,남중,전북 익산시 인북로 226,063-839-3274,35.9488076,126.9574734
735,736,전북소방본부,익산소방서,익산_공단,전북 익산시 선화로 429,063-839-3275,35.9471129,126.9771308
736,737,전북소방본부,익산소방서,인화,전북 익산시 목천로 301,063-839-3276,35.928262,126.954555
737,738,전북소방본부,익산소방서,익산_모현,전북 익산시 배산로 181,063-839-3273,35.9537474,126.9418043
738,739,전북소방본부,익산소방서,함열,전북 익산시 황등면 황등서로 55,063-839-3277,36.0019487,126.9388137
739,740,전북소방본부,익산소방서,금마,전북 익산시 함열읍 함열중앙로 133,063-839-3278,36.078187,126.9632322
740,741,전북소방본부,정읍소방서,하북,전북 정읍시 서부산업도로 507-5,063-570-1272,35.5898628,126.8601509
741,742,전북소방본부,정읍소방서,시기,전북 정읍시 정읍남로 1421,063-570-1273,35.5577775,126.8573758
742,743,전북소방본부,정읍소방서,신태인,전북 정읍시 정신로 1241,063-570-1274,35.6913331,126.8782943
743,744,전북소방본부,정읍소방서,영원,전북 정읍시 영원면 영원로 1048,063-570-1275,35.6521377,126.7842725
744,745,전북소방본부,남원소방서,식정,전북 남원시 요천로 1965,063-620-3772,35.4368914,127.4163573
745,746,전북소방본부,남원소방서,인월,전북 남원시 인월면 황산로 1828,063-620-3774,35.4653818,127.6023143
746,747,전북소방본부,남원소방서,금지,전북 남원시 금지면 요천로 430,063-620-3775,35.347899,127.303159
747,748,전북소방본부,남원소방서,순창,전북 순창군 순창읍 교성로 24,063-620-3773,35.371977,127.1338463
748,749,전북소방본부,김제소방서,김제_교동,전북 김제시 벽성로 278,063-540-4272,35.7988747,126.8702019
749,750,전북소방본부,김제소방서,만경,전북 김제시 만경읍 만경공단1길 7,063-540-4273,35.8576521,126.8169446
750,751,전북소방본부,김제소방서,김제_금산,전북 김제시 금산면 금산사로 29,063-540-4274,35.7195301,126.994734
751,752,전북소방본부,고창소방서,고창,전북 고창군 고창읍 녹두로 1294,063-560-1272,35.4326873,126.6879967
752,753,전북소방본부,고창소방서,무장,전북 고창군 무장면 무장남북로 20-5,063-560-1273,35.4165379,126.5616366
753,754,전북소방본부,고창소방서,흥덕,전북 고창군 흥덕면 문화2길 21,063-560-1274,35.517292,126.7032723
754,755,전북소방본부,고창소방서,고창_대산,전북 고창군 대산면 공음대산로 932,063-560-1275,35.3398643,126.598237
755,756,전북소방본부,부안소방서,부안,전북 부안군 행안면 변산로 86,063-580-1272,35.7297661,126.7119416
756,757,전북소방본부,부안소방서,격포,전북 부안군 변산면 격포항길 64-17,063-580-1273,35.6200238,126.4706468
757,758,전북소방본부,무진장소방서,장계,전북 장수군 장계면 육십령로 136,063-350-6272,35.7322307,127.5895716
758,759,전북소방본부,무진장소방서,진안,전북 진안군 진안읍 진무로 1179,063-350-6273,35.796398,127.4347336
759,760,전북소방본부,무진장소방서,마령,전북 진안군 마령면 임진로 2077-24,063-350-6276,35.7317726,127.3698093
760,761,전북소방본부,무진장소방서,무주,전북 무주군 무주읍 당산강변로 126,063-350-6274,36.0030281,127.6599259
761,762,전북소방본부,무진장소방서,장수,전북 장수군 호비로 42,063-350-6275,35.6499132,127.5212602
762,763,전남소방본부,목포소방서,하당,전남 전남 목포시 삼향천로 110,061-280-0890,34.8099704,126.4302846
763,764,전남소방본부,목포소방서,호남,전남 목포시 영산로 165,061-280-0925,34.7970501,126.3880174
764,765,전남소방본부,목포소방서,경동,전남 목포시 유동로 42번길 1,061-280-0930,34.7855348,126.3807314
765,766,전남소방본부,목포소방서,삼학,전남 목포시 삼학로 218,061-280-0935,34.7900241,126.4066495
766,767,전남소방본부,목포소방서,연산,전남 목포시 산정공단로 64,061-280-0940,34.8187448,126.3777602
767,768,전남소방본부,목포소방서,지도,전남 신안군 지도읍 해제지도로 1304,061-280-0945,35.0588173,126.2049465
768,769,전남소방본부,목포소방서,안좌,전남 신안군 안좌면 중부로 884,061-280-0950,34.7309947,126.1466301
769,770,전남소방본부,여수소방서,학동,전남 여수시 망마로 20,061-680-0890,34.7599418,127.6651119
770,771,전남소방본부,여수소방서,소라,전남 여수시 소라면 여순로 297,061-680-0955,34.831026,127.6145751
771,772,전남소방본부,여수소방서,평여,전남 여수시 여수산단로 321(평여동),061-680-0940,34.8070347,127.6834863
772,773,전남소방본부,여수소방서,연등,전남 여수시 좌수영로 162(연등동),061-680-0925,34.745544,127.7296726
773,774,전남소방본부,여수소방서,여서,전남 여수시 문수로 131(문수동),061-680-0945,34.7564771,127.7081012
774,775,전남소방본부,여수소방서,봉산,전남 여수시 어항단지로 222-5(남산동),061-680-0935,34.730206,127.7301473
775,776,전남소방본부,여수소방서,돌산,전남 여수시 돌산읍 강남로 34,061-680-0950,34.718624,127.7502369
776,777,전남소방본부,순천소방서,서면,전남 순천시 서면 삼산로 281,061-750-0890,34.9865684,127.5038778
777,778,전남소방본부,순천소방서,저전,전남 순천시 중앙로 19,061-750-0926,34.9480428,127.4865129
778,779,전남소방본부,순천소방서,왕조,전남 순천시 기적의도서관 1길 30,061-750-0931,34.9526527,127.5248018
779,780,전남소방본부,순천소방서,연향,전남 순천시 연향1로 26,061-750-0941,34.944733,127.5171523
780,781,전남소방본부,순천소방서,승주,전남 순천시 승주읍 승평길 19,061-750-0936,35.0194612,127.372909
781,782,전남소방본부,순천소방서,해룡,전남 순천시 해룡면 율촌제1산업단지 2블럭,061-750-0951,34.8996486,127.578106
782,783,전남소방본부,순천소방서,구례,전남 구례군 구례읍 양정4길 37,061-750-0946,35.2023767,127.4701944
783,784,전남소방본부,나주소방서,경현,전남 나주시 예향로 4201,061-330-0890,35.0277401,126.709673
784,785,전남소방본부,나주소방서,이창,전남 나주시 이창택지길 6-13,061-330-0925,34.994965,126.7064546
785,786,전남소방본부,나주소방서,남평,전남 나주시 남평읍 지석로 106,061-330-0930,35.0413322,126.8461605
786,787,전남소방본부,나주소방서,빛가람,전남 나주시 그린로 296,061-330-0935,35.0160601,126.7107572
787,788,전남소방본부,광양소방서,중마,전남 광양시 중마중앙로 109,061-798-0890,34.9399202,127.6976867
788,789,전남소방본부,광양소방서,금호,전남 광양시 희망길 12-12(금호동) ,061-798-0935,34.9363629,127.7253546
789,790,전남소방본부,광양소방서,광영,전남 광양시 금영로 87(광영동),061-798-0930,34.9587592,127.7203273
790,791,전남소방본부,광양소방서,광양,전남 광양시 광양읍 서변천로 175,061-798-0925,34.9732206,127.5810155
791,792,전남소방본부,담양소방서,담양,전남 담양군 담양읍 추성로 1232,061-380-0890,35.3181713,126.9736509
792,793,전남소방본부,담양소방서,곡성,전남 곡성군 곡성읍 학교로 7 ,061-380-0926,35.277243,127.2893374
793,794,전남소방본부,담양소방서,옥과,전남 곡성군 옥과면 리문6길 29 ,061-380-0931,35.2744765,127.1375037
794,795,전남소방본부,담양소방서,장성,전남 장성군 장성읍 단풍로 204 ,061-380-0936,35.3205101,126.7998553
795,796,전남소방본부,담양소방서,삼계,전남 장성군 삼계면 영장로 1632,061-380-0941,35.2551261,126.6672502
796,797,전남소방본부,고흥소방서,고흥,전남 고흥군 풍양면 고흥로 1330,061-840-0890,34.5815019,127.2560495
797,798,전남소방본부,고흥소방서,과역,"전남 고흥군 과역면 석봉리 1599-1,2",061-840-0978,34.6835923,127.3717207
798,799,전남소방본부,고흥소방서,도양,전남 고흥군 도양읍 녹동신항5길 4,061-840-0925,34.5259408,127.1412309
799,800,전남소방본부,보성소방서,벌교,전남 보성군 벌교읍 녹색로 5247,061-859-0890,34.8385679,127.3156753
800,801,전남소방본부,보성소방서,보성,전남 보성군 보성읍 송재로 160,061-859-0925,34.7700298,127.0801318
801,802,전남소방본부,보성소방서,홍교,전남 보성군 벌교읍 홍암로 116-4,061-859-0930,34.846659,127.3543433
802,803,전남소방본부,화순소방서,화순,전남 화순군 화순읍 학포로 2750,061-379-0890,35.0506223,126.9718859
803,804,전남소방본부,화순소방서,동복,전남 화순군 동복면 칠정1길 14,061-379-0972,35.0713462,127.1291369
804,805,전남소방본부,화순소방서,능주,전남 화순군 능주면 지석로 1428,061-379-0925,34.9960023,126.9499865
805,806,전남소방본부,강진소방서,강진,전남 강진군 군동면 중앙로 223,061-430-0890,34.6432038,126.7809313
806,807,전남소방본부,강진소방서,장흥,전남 장흥군 장흥읍 평화우산길 22,061-430-0926,34.6744466,126.9100723
807,808,전남소방본부,강진소방서,관산,전남 장흥군 관산읍 관산우회로 103,061-430-0931,34.5650178,126.9353506
808,809,전남소방본부,해남소방서,해남,전남 해남군 해남읍 교육청길 82,061-530-0890,34.566334,126.6077814
809,810,전남소방본부,해남소방서,송지,전남 해남군 송지면 미야길 237-3,061-530-0942,34.3844838,126.5176087
810,811,전남소방본부,해남소방서,완도,전남 완도군 완도읍 장보고대로 103,061-530-0926,34.3245931,126.7420522
811,812,전남소방본부,해남소방서,고금,완도군 고금면 고금동로 266,061-530-0936,34.402632,126.8250695
812,813,전남소방본부,해남소방서,진도,전남 진도군 진도읍 진도대로 6945,061-530-0932,34.4729778,126.247298
813,814,전남소방본부,영암소방서,삼호,전남 영암군 삼호읍 나불로 192,061-460-0890,34.766809,126.4391929
814,815,전남소방본부,영암소방서,영암,전남 영암군 영암읍 월출로 46,061-460-0925,34.7984512,126.6861732
815,816,전남소방본부,무안소방서,무안,전남 무안군 무안읍 공항로 133,061-450-0890,34.9939278,126.4740792
816,817,전남소방본부,무안소방서,일로,전남 무안군 일로읍 삼일로 493-1,061-450-0925,34.8511533,126.4901708
817,818,전남소방본부,무안소방서,해제,전남 무안군 해제면 현해로 1621,061-450-0930,35.1123645,126.3011209
818,819,전남소방본부,무안소방서,남악,전남 무안군 삼향읍 남악5로72번길81-18,061-450-0935,34.8118578,126.4737257
819,820,전남소방본부,함평소방서,함평,함평군 대동면 함장로 1202-93,061-338-0890,35.0524048,126.5310617
820,821,전남소방본부,영광소방서,영광,전남 영광군 영광읍 함영로 3508,061-350-0890,35.2629482,126.5090084
821,822,전남소방본부,영광소방서,홍농,전남 영광군 홍농읍 홍농로 543,061-350-0925,35.40237,126.4490212
822,823,경북소방본부,포항북부소방서, 포항북부_덕산 ,경상북도 포항시 북구 중앙로 332,054-260-2400,36.0424692,129.3661284
823,824,경북소방본부,포항북부소방서, 두호 ,경상북도 퐁항시 북구 삼호로 305,054-260-2410,36.0644889,129.382938
824,825,경북소방본부,포항북부소방서, 흥해 ,경상북도 포항시 북구 흥해읍 중성로 67,054-260-2420,36.1091562,129.3504508
825,826,경북소방본부,포항북부소방서, 장량 ,경상북도 포항시 북구 법원로 158,054-260-2430,36.0822108,129.3861089
826,827,경북소방본부,포항남부소방서, 일월 ,경상북도 포항시 남구 동해안로 5890,054-284-2725,35.9933538,129.4189363
827,828,경북소방본부,포항남부소방서, 해도 ,경상북도 포항시 남구 중앙로 118,054-281-1119,36.0236112,129.3687216
828,829,경북소방본부,포항남부소방서, 제철 ,경상북도 포항시 남구 철강로 360,054-286-0119,35.9784137,129.3782347
829,830,경북소방본부,포항남부소방서, 연일 ,경상북도 포항시 남구 연일읍 철강로 10 (연일119안전센터),054-286-1119,35.9916159,129.3439941
830,831,경북소방본부,포항남부소방서, 효자 ,경상북도 포항시 남구 지곡로212번길 45,054-273-2119,36.0294686,129.3255366
831,832,경북소방본부,포항남부소방서, 오천 ,경상북도 포항시 남구 오천읍 해병로 369,054-292-0119,35.9627732,129.4095359
832,833,경북소방본부,포항남부소방서, 구룡포 ,경상북도 포항시 남구 구룡포읍 호미로 265,054-284-0119,35.9910262,129.5593828
833,834,경북소방본부,포항남부소방서, 울릉 ,경상북도 울릉군 울릉읍 울릉순환로 415,054-791-2119,37.4882645,130.8968022
834,835,경북소방본부,경주소방서, 황오 ,경상북도 경주시 알천남로 276,054-778-0601,35.8441775,129.228024
835,836,경북소방본부,경주소방서, 경주_동부 ,경상북도 경주시 중앙로 59,054-778-0611,35.8451261,129.2113713
836,837,경북소방본부,경주소방서, 불국사 ,경상북도 경주시 불국신택지4길 4,054-778-0621,35.7838511,129.3274777
837,838,경북소방본부,경주소방서, 보문 ,경상북도 경주시 경감로 587-8,054-778-0631,35.8349297,129.2870911
838,839,경북소방본부,경주소방서, 용황 ,경상북도 경주시 공단로 25,054-778-0641,35.8753034,129.2170696
839,840,경북소방본부,경주소방서, 안강 ,경상북도 경주시 안강읍 안강중앙로 146,054-778-0651,35.9932171,129.2160704
840,841,경북소방본부,경주소방서, 경주_외동 ,경상북도 경주시 외동읍 입실로1길 78-15,054-778-0661,35.7168247,129.3272834
841,842,경북소방본부,경주소방서, 감포 ,경상북도 경주시 감포읍 감포로8길 14-6,054-778-0671,35.8071978,129.5015372
842,843,경북소방본부,경주소방서, 건천 ,경상북도 경주시 건천읍 내서로 1065,054-778-0681,35.8529421,129.1001403
843,844,경북소방본부,김천소방서, 지좌 ,경상북도 김천시 황산로 67,054-436-0118,36.1169878,128.138221
844,845,경북소방본부,김천소방서, 다수 ,경상북도 김천시 영남대로 1246,054-430-0119,36.1273949,128.0728703
845,846,경북소방본부,김천소방서, 대광 ,경상북도 김천시 공단로 152-36,054-432-0119,36.1483421,128.1380093
846,847,경북소방본부,김천소방서, 지례 ,경상북도 김천시 지례면 장터길 115,054-435-0119,35.9900455,128.0305954
847,848,경북소방본부,김천소방서, 아포 ,경상북도 김천시 아포읍 아포공단길 45,054-439-0119,36.1664134,128.2547848
848,849,경북소방본부,안동소방서, 법흥 ,경상북도 안동시 육사로 301,054-854-6119,36.5610264,128.7372937
849,850,경북소방본부,안동소방서, 용상 ,경상북도 안동시 마들6길 27,054-821-1119,36.5507051,128.7617793
850,851,경북소방본부,안동소방서, 풍산 ,경상북도 안동시 풍산읍 풍산태사로 1162,054-858-4119,36.580363,128.5820108
851,852,경북소방본부,안동소방서, 안동_옥동 ,경상북도 안동시 광명로 85,054-853-6119,36.5608776,128.6978674
852,853,경북소방본부,안동소방서, 청송 ,경상북도 청송군 청송읍 길안청송로 1630,054-873-1119,36.433855,129.041864
853,854,경북소방본부,안동소방서, 영양 ,경상북도 영양군 영양읍 군민회관길 42-14,054-682-3119,36.6595348,129.1164086
854,855,경북소방본부,안동소방서, 진보 ,경상북도 청송군 진보면 청송로 6346,054-874-5119,36.5212761,129.0395212
855,856,경북소방본부,안동소방서, 안동_입암 ,경상북도 영양군 입암면 입암로 153,054-682-4119,36.5981025,129.0871406
856,857,경북소방본부,구미소방서, 구미_공단 ,경상북도 구미시 수출대로 112,054-461-3119,36.1105264,128.3765364
857,858,경북소방본부,구미소방서, 구미_송정 ,경상북도 구미시 백산로 207,054-452-0119,36.11884,128.3457792
858,859,경북소방본부,구미소방서, 원평 ,경상북도 구미시 산업로 174,054-454-6119,36.1286515,128.3406413
859,860,경북소방본부,구미소방서, 구미_봉곡 ,경상북도 구미시 봉곡동로 48,054-452-2119,36.1527172,128.3151532
860,861,경북소방본부,구미소방서, 인동 ,경상북도 구미시 이계북로 147,054-471-0119,36.106092,128.4183832
861,862,경북소방본부,구미소방서, 선산 ,경상북도 구미시 선산읍 선산대로 1400-13,054-482-0119,36.2394112,128.3050065
862,863,경북소방본부,구미소방서, 해평 ,경상북도 구미시 해평면 강동로 1663,054-474-4119,36.198882,128.3911068
863,864,경북소방본부,구미소방서, 상림 ,경상북도 구미시 상림로 45,054-465-9116,36.0900015,128.3603626
864,865,경북소방본부,구미소방서, 구미_옥계 ,경상북도 구미시 산동면 산호대로41길 4,054-471-5119,36.1388234,128.4394461
865,866,경북소방본부,구미소방서, 고아 ,경상북도 구미시 고아읍 선산대로 821,054-481-3119,36.1994994,128.3397159
866,867,경북소방본부,영주소방서, 문수 ,경상북도 영주시 문수면 적서로448번길17,054-630-0401,36.7919778,128.6330196
867,868,경북소방본부,영주소방서, 가흥 ,경상북도 영주시 선비로 181,054-630-0441,36.8207558,128.6189986
868,869,경북소방본부,영주소방서, 풍기 ,경상북도 영주시 풍기읍 기주로 159,054-630-0411,36.873209,128.5191073
869,870,경북소방본부,영주소방서, 봉화 ,경상북도 봉화군 봉화읍 문수로 42,054-630-0421,36.9000263,128.7356196
870,871,경북소방본부,영주소방서, 춘양 ,경상북도 봉화군 춘양면 소천로 22,054-630-0431,36.9217763,128.9208668
871,872,경북소방본부,영주소방서, 명호 ,경상북도 봉화군 명호면 도천길 18-46,054-630-0451,36.8582354,128.9017496
872,873,경북소방본부,영천소방서, 영천_동부 ,경상북도 영천시 호국로 187,054-334-2119,35.9777636,128.9578826
873,874,경북소방본부,영천소방서, 영천_남부 ,경상북도 영천시 한방로 176-0,054-339-6949  ,35.9389203,128.9472019
874,875,경북소방본부,영천소방서, 영천_금호 ,경상북도 영천시 금호읍 오계공단길 5,054-334-0119,35.9137812,128.8875675
875,876,경북소방본부,영천소방서, 신녕 ,경상북도 영천시 신령면 어릿골길 11,054-332-9119,36.043866,128.778864
876,877,경북소방본부,상주소방서, 서성 ,경상북도 상주시 상산로 322,054-533-2119,36.4196445,128.1597655
877,878,경북소방본부,상주소방서, 함창 ,경상북도 상주시 함창읍 가야로 46-1,054-541-3119,36.5664638,128.1783855
878,879,경북소방본부,상주소방서, 청리 ,경상북도 상주시 청리면 마공공단로 152,054-534-9119,36.318508,128.1261617
879,880,경북소방본부,상주소방서, 화서(신설) ,경상북도 상주시 화서면 상현무동길 5,054-533-0119,36.4463341,127.9480497
880,881,경북소방본부,문경소방서, 점촌 ,경상북도 문경시 중앙로 305,054-555-2119,36.610208,128.2095214
881,882,경북소방본부,문경소방서, 모전 ,경상북도 문경시 모전로 173,054-555-5119,36.5965768,128.1869233
882,883,경북소방본부,문경소방서, 가은 ,경상북도 문경시 가은읍 가은로 126,054-571-5119,36.6422021,128.0626756
883,884,경북소방본부,문경소방서, 문경 ,경상북도 문경시 문경읍 새재로 501,054-571-0119,36.7347988,128.102527
884,885,경북소방본부,문경소방서, 문경_예천 ,경상북도 예천군 예천읍 양궁로 61-12,054-654-2119,36.6480313,128.463409
885,886,경북소방본부,문경소방서, 지보 ,경상북도 예천군 지보면 지보로 247,054-653-3119,36.5385352,128.3827701
886,887,경북소방본부,문경소방서, 도청(신설) ,경상북도 예천군 호명면 도청대로 19,054-559-2671,36.5943528,128.4683716
887,888,경북소방본부,경산소방서, 압량 ,경상북도 경산시 압량면 김유신로 12,053-813-1119,35.8433042,128.7598684
888,889,경북소방본부,경산소방서, 경산_중앙 ,경상북도 경산시 장산로 143,053-813-0119,35.8187241,128.7407742
889,890,경북소방본부,경산소방서, 하양 ,경상북도 경산시 하양읍 대경로 793,053-852-0119,35.9151296,128.8257825
890,891,경북소방본부,경산소방서, 진량 ,경상북도 경산시 진량읍 공단2로 72,053-856-0119,35.871507,128.8266584
891,892,경북소방본부,경산소방서, 자인 ,경산북도 경산시 자인면 금학로 25-11,053-857-2119,35.8214779,128.8261925
892,893,경북소방본부,의성소방서, 의성_봉양 ,경상북도 의성군 봉양면 경북대로 4741,054-834-8119,36.3102613,128.5988382
893,894,경북소방본부,의성소방서, 의성 ,경상북도 의성군 의성읍 홍술로 187,054-834-7119,36.3582577,128.6991376
894,895,경북소방본부,의성소방서, 안계 ,경상북도 의성군 안계면 안계길 100,054-861-0119,36.3827698,128.4411078
895,896,경북소방본부,의성소방서, 군위 ,경상북도 군위군 군위읍 군위공단길 65,054-383-0119,36.2075401,128.560377
896,897,경북소방본부,의성소방서, 의흥 ,경상북도 군위군 의흥면 읍내길 23,054-382-7119,36.1767214,128.713936
897,898,경북소방본부,영덕소방서, 영덕 ,경상북도 영덕군 영덕읍 경동로 8401,054-734-2119,36.4167995,129.3710088
898,899,경북소방본부,영덕소방서, 강구 ,경상북도 영덕군 강구면 강산로 38,054-733-4119,36.3513723,129.3746922
899,900,경북소방본부,영덕소방서, 영해 ,경상북도 영덕군 영해면 창수영해로 481,054-732-0119,36.5424249,129.3956569
900,901,경북소방본부,경산소방서, 청도 ,경상북도 청도군 청도읍 중앙로 192-34,054-373-0119,35.6422693,128.7594845
